,종목명,진행상황,시장구분,종목코드,업종,대표자,기업구분,본점소재지,홈페이지,대표전화,최대주주,매출액,법인세비용차감전계속사업이익,순이익,자본금,총공모주식수,액면가,상장공모,희망공모가액,청약경쟁률,확정공모가,공모금액,주간사,주식수,청약한도,공모청약일,우리사주조합,우리사주조합 청약증거금율,기관투자자등,기관투자자 최고한도,일반투자자 청약증거금율,기관경쟁률,의무보유확약
1302,일진정공,신규상장,코스닥,094820,"증류기, 열교환기 및 가스발생기 제조업",이상업 (李相業),중소일반,울산 울주군 온산읍 화산리 412-7,www.ijeng.com,052-240-1005,이상업외 7명 ( 86.36 % ),"52,729 (백만원)","3,119 (백만원)","2,381 (백만원)","2,000 (백만원)","1,800,000 주",500 원,"신주모집 : 1,800,000 주 (100%)","5,000 ~ 5,600 원",529:1,"5,200 원","9,360 (백만원)",신흥증권,"360,000 주","34,000 주",2007.10.25 ~  2007.10.26,"360,000 주",100%,"1,080,000 주","1,080,000 주",50%,,72.10%
1303,비엠티,신규상장,코스닥,086670,"탭, 밸브 및 유사장치 제조업",윤종찬 (尹鐘贊),중소벤쳐,부산 강서구 송정동 1617-7,www.superlok.com,051-831-0167,윤종찬외 14명 ( 72.37 % ),"14,034 (백만원)","3,501 (백만원)","2,875 (백만원)","2,250 (백만원)","1,500,000 주",500 원,"신주모집 : 1,500,000 주 (100%)","8,500 ~ 10,000 원",3.59:1,"8,000 원","12,000 (백만원)",동양증권,"300,000 주","30,000 주",2007.10.24 ~  2007.10.25,"300,000 주",100%,"900,000 주","900,000 주",50%,,44.95%
1304,쉘라인,신규상장,거래소,093230,통신기기및 방송장비 제조업,053-710-2510,중소일반,경북 구미시 인의동 인의지구 752번지 18B 7L,www.eid21.co.kr,053-710-2500,이상호외 78.7%,"116,377 (백만원)","19,786 (백만원)","17,220 (백만원)","1,500 (백만원)","2,875,000 주",500 원,"신주모집 : 2,875,000 주 (100%)","18,300 ~ 20,600 원",152:1,"17,400 원","50,025 (백만원)",삼성증권,"575,000 주","25,000 주",2007.10.24 ~  2007.10.25,"575,000 주",100%,"1,725,000 주","1,725,000 주",50%,,0.00%
1305,기신정기,신규상장,거래소,092440,주형 및 금형 제조업,윤현도,중소일반,(405-300) 인천 남동구 논현동 439 남동공단 49B-1L,www.kishin.com,032-815-0222~8,-,"57,700 (백만원)",0 (백만원),"11,100 (백만원)","95,200 (백만원)","3,150,000 주",500 원,"신주모집 : 3,150,000 주 (100%)","9,500 ~ 11,500 원",223:1,"10,000 원","31,500 (백만원)",동양증권,"630,000 주","30,000 주",2007.10.18 ~  2007.10.19,"630,000 주",100%,"1,890,000 주","1,890,000 주",50%,,53.37%
1306,이엠코리아,신규상장,코스닥,095190,금속 절삭가공기계 제조업,강삼수 (姜三洙),중소벤쳐,경남 함안군 군북면 유현리 398-3,www.yesemk.com,055-274-9600,강삼수 외 3명 ( 47.14 % ),"36,099 (백만원)","3,149 (백만원)","3,205 (백만원)","2,800 (백만원)","1,470,000 주",500 원,"신주모집 : 1,470,000 주 (100%)","8,300 ~ 9,300 원",2.73:1,"8,500 원","12,495 (백만원)",한국투자증권,"294,000 주","25,000 주",2007.10.17 ~  2007.10.18,"294,000 주",100%,"882,000 주","882,000 주",50%,,0.00%
1307,KSS해운,신규상장,거래소,044450,해상 운송업,장두찬,중소일반,(110-704) 서울 종로구 관훈동 198-42 관훈빌딩 9층,www.kssline.com,02-3702-2700,-,"84,091 (백만원)","19,358 (백만원)","18,903 (백만원)","101,155 (백만원)","173,894 주","5,000 원","신주모집 : 173,894 주 (100%)","60,000 ~ 65,000 원",205:1,"65,000 원","11,303 (백만원)",우리투자증권,"34,779 주","1,000 주",2007.10.17 ~  2007.10.18,"34,779 주",100%,"104,336 주","104,336 주",50%,,0.00%
1308,이엘케이,신규상장,코스닥,094190,"다이오드, 트랜지스터 및 유사반도체 제조업",신동혁,중소벤쳐,대전시 대덕구 문평동 82-2,www.elk.co.kr,042)933-9010,신동혁외 12명 ( 18.52 % ),"38,165 (백만원)","7,939 (백만원)","7,057 (백만원)","3,103 (백만원)","2,400,000 주",500 원,"신주모집 : 2,400,000 주 (100%)","10,500 ~ 12,500 원",0.62:1,"10,000 원","24,000 (백만원)",한화증권,"528,000 주","50,000 주",2007.10.17 ~  2007.10.18,"192,000 주",100%,"1,680,000 주","1,680,000 주",50%,,0.00%
1309,현우산업,신규상장,코스닥,092300,인쇄회로판 제조업,문병선 (文炳鮮),중소일반,인천 남구 도화동,www.hyunwoopcb.com,032-720-1500,문병선외 3명 ( 64.41 % ),"49,287 (백만원)","4,594 (백만원)","3,721 (백만원)","1,630 (백만원)","1,400,000 주",500 원,"신주모집 : 1,400,000 주 (100%)","7,400 ~ 9,600 원",5.57:1,"6,800 원","9,520 (백만원)",대신증권,"280,000 주","28,000 주",2007.10.15 ~  2007.10.16,"140,000 주",100%,"980,000 주","980,000 주",50%,,0.00%
1310,효성ITX,신규상장,거래소,094280,인력 공급업,이화택,대기업,서울시 영등포구 양평동4가 이레빌딩 2층,www.hyosungitx.com,02-2163-4113,-,"116,753 (백만원)","4,367 (백만원)","3,139 (백만원)","4,349 (백만원)","3,730,000 주",500 원,"신주모집 : 3,730,000 주 (100%)","4,000 ~ 5,150 원",454:1,"5,000 원","18,650 (백만원)",삼성증권,"2,238,000 주","37,000 주",2007.10.15 ~  2007.10.16,"746,000 주",100%,"746,000 주","2,238,000 주",50%,,0.00%
1311,디아이씨,신규상장,거래소,092200,기타 자동차부품 제조업,김성문,중소일반,울산 울주군 두서면 전읍리 302,www.dicorp.co.kr,052-262-6331,-,"223,319 (백만원)","12,583 (백만원)","9,102 (백만원)","7,570 (백만원)","655,982 주","5,000 원","신주모집 : 655,982 주 (100%)","55,000 ~ 65,000 원",4.45:1,"63,000 원","41,327 (백만원)",동양증권,"131,197 주","13,000 주",2007.10.10 ~  2007.10.11,"131,196 주",100%,"393,589 주","393,589 주",50%,,0.00%
1312,다믈멀티미디어,신규상장,코스닥,093640,전자집적회로 제조업,정연홍,중소벤쳐,[431-050]  경기 안양시 동안구 비산동 1107 안양무역,www.tamulsite.co.kr,031 -380 -6950,정연홍외 8명 ( 71 % ),"28,112 (백만원)","4,221 (백만원)","4,165 (백만원)","2,400 (백만원)","1,238,230 주",500 원,"신주모집 : 1,238,230 주 (100%)","5,000 ~ 6,500 원",166:1,"4,500 원","5,572 (백만원)",미래에셋증권,"247,646 주","20,000 주",2007.10.10 ~  2007.10.11,"123,823 주",100%,"866,761 주","866,761 주",50%,,0.00%
1313,에스에너지,신규상장,코스닥,095910,"다이오드, 트랜지스터 및 유사반도체 제조업",홍성민 (洪性旻),중소벤쳐,서울 구로구 구로동 197-28 이앤씨벤처드림타워6차,www.s-energy.co.kr,02-801-7190,홍성민외 3명 ( 48.65 % ),"25,011 (백만원)","2,983 (백만원)","2,909 (백만원)","1,770 (백만원)","870,000 주",500 원,"신주모집 : 870,000 주 (100%)","17,000 ~ 19,000 원",853:1,"19,000 원","16,530 (백만원)",한화증권,"174,000 주","15,000 주",2007.10.04 ~  2007.10.05,"100,000 주",100%,"596,000 주","596,000 주",50%,,91.00%
1314,제이엠텔레콤,신규상장,코스닥,094970,그외 기타 전자부품 제조업,정광훈 (鄭光勳),중소일반,경기 화성군 동탄면 영천리 122-6,,031-371-9117,정수연외 3명 ( 93.9 % ),"42,722 (백만원)","5,737 (백만원)","4,326 (백만원)","2,567 (백만원)","2,000,000 주",500 원,"신주모집 : 2,000,000 주 (100%)","5,000 ~ 6,000 원",25:1,"5,700 원","11,400 (백만원)",대우증권,"400,000 주","20,000 주",2007.10.02 ~  2007.10.04,"154,500 주",100%,"1,445,500 주","1,445,500 주",50%,,0.00%
1315,성우전자,신규상장,코스닥,081580,방송 및 무선통신기기 제조업,조성면 (趙成冕),중소일반,인천 부평구 삼산동 367-2,www.swei.co.kr,032-529-3012,조성면외 12명 ( 56.27 % ),"32,939 (백만원)","4,640 (백만원)","3,585 (백만원)","1,350 (백만원)","950,000 주",500 원,"신주모집 : 950,000 주 (100%)","9,000 ~ 11,000 원",4.53:1,"11,000 원","10,450 (백만원)",CJ투자증권,"190,000 주","19,000 주",2007.10.01 ~  2007.10.02,"142,500 주",100%,"617,500 주","617,500 주",50%,,74.22%
1316,엘지에스,신규상장,코스닥,073110,광섬유 및 광학요소 제조업,나우주 (羅羽柱),중소일반,경기 군포시 당정동 92-3,www.lgskorea.com,031-429-4086,나우주외 7명 ( 41.62 % ),"28,254 (백만원)","5,322 (백만원)","5,018 (백만원)","3,296 (백만원)","1,650,000 주",500 원,"신주모집 : 1,650,000 주 (100%)","10,000 ~ 12,000 원",17 :1,"11,000 원","18,150 (백만원)",한화증권,"330,000 주","30,000 주",2007.10.01 ~  2007.10.02,"330,000 주",100%,"990,000 주","990,000 주",50%,,25.30%
1317,오디텍,신규상장,코스닥,080520,"다이오드, 트랜지스터 및 유사반도체 제조업",박병근 (朴炳根),중소벤쳐,전북 완주군 봉동읍 용암리,www.od-tech.com,063-263-7262,박병근외 8명 ( 49.32 % ),"17,042 (백만원)","3,106 (백만원)","2,436 (백만원)","1,743 (백만원)","1,000,000 주",500 원,"신주모집 : 1,000,000 주 (100%)","8,300 ~ 10,300 원",316:1,"10,000 원","10,000 (백만원)",미래에셋증권,"200,000 주","20,000 주",2007.09.27 ~  2007.09.28,"100,000 주",100%,"700,000 주","700,000 주",50%,,70.00%
1318,상보,신규상장,코스닥,027580,액정표시장치 제조업,김상근 (金相根),중소벤쳐,경기 김포시 통진면 서암리 617-4,www.e-sbk.com,3270-6320,김상근외 2명 ( 42.44 % ),"57,335 (백만원)","4,981 (백만원)","4,779 (백만원)","3,767 (백만원)","1,300,000 주",500 원,"신주모집 : 1,300,000 주 (100%)","12,000 ~ 15,000 원",25:1,"15,000 원","19,500 (백만원)",한화증권,260000 주,"26,000 주",2007.09.17 ~  2007.09.18,130000 주,100%,910000 주,"910,000 주",50%,,55.30%
1319,미래나노텍,신규상장,코스닥,095500,플라스틱 접착테이프 및 기타 표면도포제품 제조업,김철영 (金哲榮),중소벤쳐,경기 안성시 미양면 보체리 222-10,www.mntech.co.kr,031-667-0543,김철영외 5명 ( 21.08 % ),"62,926 (백만원)","18,799 (백만원)","14,261 (백만원)","2,415 (백만원)","1,500,000 주",500 원,"신주모집 : 1,500,000 주 (100%)","32,000 ~ 37,000 원",133:1,"37,000 원","55,500 (백만원)",한국투자증권,"300,000 주","30,000 주",2007.09.14 ~  2007.09.17,"105,000 주",100%,"1,095,000 주","1,095,000 주",50%,,0.00%
1320,네오티스,신규상장,코스닥,085910,반도체 제조용 기계 제조업,신상철 (申尙澈),중소벤쳐,경기 안성시 죽산면 두교리 945-4,www.neotis.co.kr,031-671-0170,(주)쏠리테크외 4명 ( 41.66 % ),"24,864 (백만원)","7,226 (백만원)","6,183 (백만원)","3,660 (백만원)","1,600,000 주",500 원,"신주모집 : 1,600,000 주 (100%)","10,000 ~ 12,000 원",58:1,"11,500 원","18,400 (백만원)",대우증권,"320,000 주","20,000 주",2007.09.14 ~  2007.09.17,"160,000 주",100%,"1,120,000 주","1,120,000 주",50%,,0.00%
1321,아이에스시테크놀러지,신규상장,코스닥,095340,그외 기타 전자부품 제조업,정영배 (鄭永培),중소일반,경기 성남시 중원구 상대원동 138-1 금강하이테크2차,www.isc21.kr,031-737-4377,정영배외 10명,"21,474 (백만원)","9,592 (백만원)","8,817 (백만원)","3,075 (백만원)","1,540,000 주",500 원,"신주모집 : 1,540,000 주 (100%)","17,000 ~ 21,000 원",15:1,"21,000 원","32,340 (백만원)",현대증권,308000 주,"15,000 주",2007.09.13 ~  2007.09.14,77000 주,100%,1155000 주,"1,155,000 주",50%,,75.18%
1322,에스티엑스팬오션,신규상장,거래소,028670,외항 화물 운송업,"강덕수,이종철",중소일반,서울시 중구 남대문로 5가 631번지 STX 남산타워,www.panocean.com,02-316-5114,-,"2,784,415 (백만원)","103,865 (백만원)","101,692 (백만원)","823,549 (백만원)","343,096,410 주",100 원,"신주모집 : 343,096,410 주 (100%)","1,270 ~ 1,270 원",9.47:1,"1,720 원","590,126 (백만원)",삼성증권,"68,619,282 주","1,500,000 주",2007.09.13 ~  2007.09.14,"68,619,282 주",100%,"205,857,846 주","205,857,846 주",50%,,0.00%
1323,바이오톡스텍,신규상장,코스닥,086040,의학 및 약학 연구 개발업,"강종구, 이병규 (姜鍾求, 李炳奎",중소벤쳐,충북 청원군 오창면 오창과학산업단지 58-1B/L,www.biotoxtech.com,043-210-7777,강종구외 3명 ( 16.2 % ),"9,007 (백만원)","1,161 (백만원)","1,287 (백만원)","3,122 (백만원)","900,000 주",500 원,"신주모집 : 900,000 주 (100%)","4,000 ~ 5,500 원",445:1,"5,500 원","4,950 (백만원)",한화증권,"180,000 주","18,000 주",2007.09.12 ~  2007.09.13,"180,000 주",100%,"540,000 주","540,000 주",50%,,56.78%
1324,옴니시스템,신규상장,코스닥,057540,기타 발전기 및 전기변환장치 제조업,강재석 (姜 在 碩),중소벤쳐,경기 고양시 일산구 백석동 1294-3 재능교육빌딩 2층,www.omnisystem.co.kr,031-908-7531,강재석외 7명 ( 46.64 % ),"17,180 (백만원)","2,827 (백만원)","2,164 (백만원)","2,264 (백만원)","1,132,219 주",500 원,"신주모집 : 1,132,219 주 (100%)","5,500 ~ 6,500 원",787:1,"6,500 원","7,359 (백만원)",한국투자증권,"226,444 주","20,000 주",2007.09.10 ~  2007.09.11,"113,222 주",100%,"792,553 주","792,553 주",50%,,0.00%
1325,연이정보통신,신규상장,코스닥,090740,방송 및 무선통신기기 제조업,이용호 (李龍浩),중소벤쳐,[330-832]  충남 천안시 성거읍 문덕리 192,www.younyi.co.kr,041 -620 -1510,이용호외 1명 ( 46.81 % ),"116,720 (백만원)","6,302 (백만원)","5,177 (백만원)","5,850 (백만원)","3,300,000 주",500 원,"신주모집 : 3,300,000 주 (100%)","3,500 ~ 4,000 원",257:1,"4,000 원","13,200 (백만원)",교보증권,"660,000 주","20,000 주",2007.09.10 ~  2007.09.11,"330,000 주",100%,"2,310,000 주","2,310,000 주",50%,,20.43%
1326,푸른기술,신규상장,코스닥,094940,"기타 사무, 계산 및 회계용 기기 제조업",함현철 (咸鉉哲),중소벤쳐,서울 구로구 구로3동 188-5 키콕스벤처센터 9층,www.puloon.co.kr,02-6300-4524,함현철외 6명 ( 40.17 % ),"20,537 (백만원)","2,065 (백만원)","1,748 (백만원)","1,500 (백만원)","750,000 주",500 원,"신주모집 : 750,000 주 (100%)","11,000 ~ 13,000 원",989:1,"12,500 원","9,375 (백만원)",한국투자증권,"150,000 주","15,000 주",2007.09.05 ~  2007.09.06,"75,000 주",100%,"525,000 주","525,000 주",50%,,0.00%
1327,웨이브일렉트로닉스,신규상장,코스닥,095270,방송 및 무선통신기기 제조업,박천석 (朴天錫),중소벤쳐,경기 수원시 권선구 구운동 111-7 3층,www.wavetc.com,031-269-0010,박천석외 6명 ( 23.87 % ),"41,239 (백만원)","8,444 (백만원)","6,493 (백만원)","3,720 (백만원)","2,480,000 주",500 원,"신주모집 : 2,480,000 주 (100%)","9,300 ~ 10,300 원",526:1,"10,000 원","24,800 (백만원)",한국투자증권,"496,000 주","30,000 주",2007.09.03 ~  2007.09.04,"248,000 주",100%,"1,736,000 주","1,736,000 주",50%,,0.00%
1328,넥스지,신규상장,코스닥,081970,"소프트웨어 자문, 개발 및 공급업",주갑수 (朱甲秀),중소벤쳐,서울 강남구 대치3동 967-6 서울아카데미빌딩 5층,www.nexg.net,02-577-8426,(주)누리텔레콤외 4명 ( 95 % ),"10,515 (백만원)","2,458 (백만원)","2,215 (백만원)","1,005 (백만원)","870,000 주",500 원,"신주모집 : 870,000 주 (100%)","7,500 ~ 9,100 원",386:1,"9,600 원","8,352 (백만원)",동부증권,261000 주,"20,000 주",2007.08.08 ~  2007.08.09,87000 주,100%,522000 주,- 주,50%,,86.36%
1329,빅솔론,신규상장,코스닥,093190,컴퓨터 입·출력장치 및 기타 주변기기 제조업,오진섭 (吳珍燮),중소벤쳐,경기 수원시 팔달구 영통동 980-3 디지털엠파이어 A동,www.bixolon.com,031-218-5500,김형근외 7명 ( 47.24 % ),"41,634 (백만원)","3,816 (백만원)","3,402 (백만원)","1,965 (백만원)","1,070,000 주",500 원,"신주모집 : 1,070,000 주 (100%)","8,000 ~ 9,000 원",841:1,"10,000 원","10,700 (백만원)",교보증권,214000 주,"20,000 주",2007.08.07 ~  2007.08.08,214000 주,100%,642000 주,- 주,50%,,81.99%
1330,3노드디지탈,신규상장,코스닥,900010,지주회사,리유쯔슝 (劉志雄),중소일반,케이만군도 그랜드 케이만 조지타운 스코티아 센터,www.3nod.com.cn,86-755-2986-688,리유쯔쓩외 1명 ( 75 % ),"45,253 (백만원)","4,274 (백만원)","3,952 (백만원)","5,905 (백만원)","1,200,000 주",100 원,"신주모집 : 1,200,000 주 (100%)","1,800 ~ 2,200 원",407:1,"2,500 원","3,000 (백만원)",신영증권,2400000 주,"200,000 주",2007.08.02 ~  2007.08.03,주,100%,9600000 주,- 주,50%,,0.00%
1331,에스엔케이폴리텍,신규상장,코스닥,091340,그외 기타 전자부품 제조업,강원형 (姜元馨),중소벤쳐,경기 시흥시 정왕동 1278-2 시화공단 3나 203호,www.snkpolytec.com,031-432-8061,강원형외 1명 ( 43.6 % ),"12,480 (백만원)","3,799 (백만원)","3,331 (백만원)","2,765 (백만원)","2,370,000 주",500 원,"신주모집 : 2,370,000 주 (100%)","6,500 ~ 7,500 원",305:1,"8,900 원","21,093 (백만원)",키움증권,474000 주,"45,000 주",2007.07.19 ~  2007.07.20,주,100%,1896000 주,"1,896,000 주",50%,,0.00%
1332,아구스,신규상장,코스닥,078670,"방송수신기 및 기타 영상, 음향기기 제조업",조덕상 (趙德相),중소벤쳐,서울 금천구 가산동 60-73 벽산디지털밸리 5차 5층,,02-2082-4000,조덕상외 3명 ( 54.95 % ),"22,255 (백만원)","5,286 (백만원)","5,094 (백만원)","2,183 (백만원)","1,600,000 주",500 원,"신주모집 : 1,600,000 주 (100%)","11,000 ~ 13,000 원",479:1,"14,500 원","23,200 (백만원)",미래에셋증권,320000 주,"20,000 주",2007.07.18 ~  2007.07.19,128000 주,100%,1152000 주,"1,152,000 주",50%,,0.00%
1333,아로마소프트,신규상장,코스닥,072770,"소프트웨어 자문, 개발 및 공급업","이현진,임성순",중소벤쳐,서울 구로구 구로3동 212-8 대륭포스트타워 1차 13층,www.neodian.co.kr,02-2082-2812,이현진외 7명 ( 37.67 % ),"6,205 (백만원)","2,254 (백만원)","1,872 (백만원)","2,246 (백만원)","1,507,465 주",500 원,"신주모집 : 1,507,465 주 (100%)","7,000 ~ 7,500 원",837:1,"8,200 원","12,361 (백만원)",교보증권,301493 주,"20,000 주",2007.07.16 ~  2007.07.16,75373 주,100%,1130599 주,- 주,50%,,0.00%
1334,바로비젼,신규상장,코스닥,094480,"기타 소프트웨어 자문, 개발 및 공급업",고진 (高晋),중소일반,서울 강남구 대치동,www.galaxiamoneytree.co.kr,02-2022-3732,고진외 6명 ( 46.24 % ),"6,091 (백만원)","2,057 (백만원)","1,806 (백만원)","1,370 (백만원)","1,060,000 주",500 원,"신주모집 : 1,060,000 주 (100%)","7,000 ~ 8,500 원",209.6:1,"8,900 원","9,434 (백만원)",우리투자증권,212000 주,"7,000 주",2007.07.11 ~  2007.07.12,212000 주,100%,636000 주,"636,000 주",50%,,0.00%
1335,에코프로,신규상장,코스닥,086520,기타 분류안된 화학제품 제조업,이동채 (李東彩),중소벤쳐,충북 청원군 오창면 송대리 316-3 오창과학산업단지 1,www.ecopro.co.kr,043-240-7770,이동채 등외 8명 ( 35.3 % ),"13,749 (백만원)","2,243 (백만원)","2,120 (백만원)","2,150 (백만원)","1,100,000 주",500 원,"신주모집 : 1,100,000 주 (100%)","7,000 ~ 8,000 원",874.5:1,"9,000 원","9,900 (백만원)",동양종합,22000 주,"15,000 주",2007.07.09 ~  2007.07.10,22000 주,100%,66000 주,"660,000 주",50%,,0.00%
